data;cod_rca;cod_telenvenda;valor_marcas_exclusivas;origempedido
2026-03-01;2392;8888;264,21;E-COMMERCE
2026-03-01;2069;8888;3531,7;FORÇA DE VENDAS
2026-03-01;2582;8888;997,32;E-COMMERCE
2026-03-01;1873;8888;10445,43;FORÇA DE VENDAS
2026-03-01;1873;519;104,13;TELEMARKETING
2026-03-01;1873;8888;3434,72;E-COMMERCE
2026-03-01;636;2571;490,12;TELEMARKETING
2026-03-01;2510;8888;56594,54;FORÇA DE VENDAS
2026-03-01;452;8888;3108,1;FORÇA DE VENDAS
2026-03-01;2261;8888;403,25;E-COMMERCE
2026-03-01;2333;8888;54,9;FORÇA DE VENDAS
2026-03-01;415;738;223,84;TELEMARKETING
2026-03-01;415;691;274,61;TELEMARKETING
2026-03-01;1876;8888;141,4;E-COMMERCE
2026-03-01;1876;423;2676,96;TELEMARKETING
2026-03-01;2709;3179;801,72;TELEMARKETING
2026-03-01;1278;8888;4242,62;FORÇA DE VENDAS
2026-03-01;2703;8888;1123,18;E-COMMERCE
2026-03-01;2496;8888;185,9;FORÇA DE VENDAS
2026-03-01;2081;738;1043,8;TELEMARKETING
2026-03-01;2211;874;5167,86;TELEMARKETING
2026-03-01;2089;1533;1094,65;TELEMARKETING
2026-03-01;463;1206;138,7;TELEMARKETING
2026-03-01;2019;1929;671,09;TELEMARKETING
2026-03-01;2680;8888;11003,26;FORÇA DE VENDAS
2026-03-01;2714;8888;1272,51;FORÇA DE VENDAS
2026-03-01;400;8888;5034,55;FORÇA DE VENDAS
2026-03-01;2428;8888;4706,95;FORÇA DE VENDAS
2026-03-01;1277;8888;617,4;E-COMMERCE
2026-03-01;2711;8888;13103,05;FORÇA DE VENDAS
2026-03-01;767;8888;14580,23;FORÇA DE VENDAS
2026-03-01;1642;8888;24837,02;FORÇA DE VENDAS
2026-03-01;2118;8888;102874,58;FORÇA DE VENDAS
2026-03-01;2491;1312;10163,73;TELEMARKETING
2026-03-01;531;691;4923,3;TELEMARKETING
2026-03-01;475;8888;-323,88;FORÇA DE VENDAS
2026-03-01;2635;1885;-39,92;TELEMARKETING
2026-03-01;483;841;-22,84;TELEMARKETING
2026-03-01;664;8888;6549,19;FORÇA DE VENDAS
2026-03-01;1304;213;1446,81;TELEMARKETING
2026-03-01;2461;8888;11172,18;FORÇA DE VENDAS
2026-03-01;1301;805;241,02;TELEMARKETING
2026-03-01;1840;1960;271,36;TELEMARKETING
2026-03-01;2569;8888;84,9;E-COMMERCE
2026-03-01;2064;8888;1906,72;E-COMMERCE
2026-03-01;2064;1883;2934,04;TELEMARKETING
2026-03-01;767;8888;2319,24;E-COMMERCE
2026-03-01;595;213;465,29;TELEMARKETING
2026-03-01;2652;1883;125,74;TELEMARKETING
2026-03-01;1518;738;617,4;TELEMARKETING
2026-03-01;438;8888;5218,44;FORÇA DE VENDAS
2026-03-01;2528;8888;4752,54;FORÇA DE VENDAS
2026-03-01;2363;8888;3438,48;FORÇA DE VENDAS
2026-03-01;2684;8888;1503,79;E-COMMERCE
2026-03-01;890;1533;6240,67;TELEMARKETING
2026-03-01;2687;1929;4762,52;TELEMARKETING
2026-03-01;949;998;96,21;TELEMARKETING
2026-03-01;949;1110;135,6;TELEMARKETING
2026-03-01;2685;2184;87,89;TELEMARKETING
2026-03-01;2601;1884;257,92;TELEMARKETING
2026-03-01;2655;2184;1471,56;TELEMARKETING
2026-03-01;2699;1883;27,39;TELEMARKETING
2026-03-01;2431;8888;1994,5;FORÇA DE VENDAS
2026-03-01;2580;1960;8262,55;TELEMARKETING
2026-03-01;610;8888;6875,33;E-COMMERCE
2026-03-01;2346;8888;680,57;FORÇA DE VENDAS
2026-03-01;2443;8888;6327,18;FORÇA DE VENDAS
2026-03-01;2440;8888;12394,29;FORÇA DE VENDAS
2026-03-01;1117;8888;1287,88;FORÇA DE VENDAS
2026-03-01;2663;8888;6148,94;FORÇA DE VENDAS
2026-03-01;2064;2184;-71,95;TELEMARKETING
2026-03-01;11;2549;15068,0;TELEMARKETING
2026-03-01;1846;8888;4434,33;FORÇA DE VENDAS
2026-03-01;1690;691;2175,36;TELEMARKETING
2026-03-01;2538;1953;4408,3;TELEMARKETING
2026-03-01;2045;8888;1297,12;E-COMMERCE
2026-03-01;2452;8888;9628,84;FORÇA DE VENDAS
2026-03-01;27;2845;19,83;TELEMARKETING
2026-03-01;1984;3009;2525,7;TELEMARKETING
2026-03-01;2663;1885;4752,92;TELEMARKETING
2026-03-01;2365;8888;91,4;FORÇA DE VENDAS
2026-03-01;2309;8888;1072,03;FORÇA DE VENDAS
2026-03-01;2678;1312;2724,01;TELEMARKETING
2026-03-01;2678;8888;8440,11;FORÇA DE VENDAS
2026-03-01;2114;8888;37479,9;FORÇA DE VENDAS
2026-03-01;2114;8888;153,92;E-COMMERCE
2026-03-01;1299;2523;15024,58;TELEMARKETING
2026-03-01;1299;27;2609,93;TELEMARKETING
2026-03-01;1137;8888;4881,43;E-COMMERCE
2026-03-01;2308;2220;910,31;TELEMARKETING
2026-03-01;477;58;960,37;TELEMARKETING
2026-03-01;1064;27;3257,91;TELEMARKETING
2026-03-01;2684;8888;2462,88;FORÇA DE VENDAS
2026-03-01;2457;8888;25,12;E-COMMERCE
2026-03-01;947;8888;8465,83;PEDIDO ELETRÔNICO
2026-03-01;2197;8888;10006,97;FORÇA DE VENDAS
2026-03-01;451;8888;8275,33;FORÇA DE VENDAS
2026-03-01;451;58;45,69;TELEMARKETING
2026-03-01;2588;8888;17656,56;FORÇA DE VENDAS
2026-03-01;2659;8888;171,54;E-COMMERCE
2026-03-01;131;27;25,03;TELEMARKETING
2026-03-01;2249;2727;4661,28;TELEMARKETING
2026-03-01;2015;8888;1654,25;E-COMMERCE
2026-03-01;2124;8888;6424,49;FORÇA DE VENDAS
2026-03-01;768;8888;23479,75;FORÇA DE VENDAS
2026-03-01;816;8888;28938,59;FORÇA DE VENDAS
2026-03-01;2452;8888;5,19;E-COMMERCE
2026-03-01;326;1196;14,0;TELEMARKETING
2026-03-01;2019;8888;987,1;E-COMMERCE
2026-03-01;1907;8888;127590,33;FORÇA DE VENDAS
2026-03-01;2696;8888;179,98;E-COMMERCE
2026-03-01;2251;3403;491,25;TELEMARKETING
2026-03-01;1166;1884;7671,36;TELEMARKETING
2026-03-01;2490;8888;19,92;E-COMMERCE
2026-03-01;2000;8888;17407,03;FORÇA DE VENDAS
2026-03-01;2375;2184;422,16;TELEMARKETING
2026-03-01;2245;8888;2342,17;FORÇA DE VENDAS
2026-03-01;1063;8888;15969,56;FORÇA DE VENDAS
2026-03-01;353;412;2316,26;TELEMARKETING
2026-03-01;424;13148;1300,15;TELEMARKETING
2026-03-01;360;546;9354,71;TELEMARKETING
2026-03-01;360;8888;1973,17;E-COMMERCE
2026-03-01;1108;874;1995,96;TELEMARKETING
2026-03-01;2409;8888;130,13;FORÇA DE VENDAS
2026-03-01;1372;8888;12804,27;FORÇA DE VENDAS
2026-03-01;2308;874;1394,47;TELEMARKETING
2026-03-01;477;8888;13055,42;FORÇA DE VENDAS
2026-03-01;1478;675;17,38;TELEMARKETING
2026-03-01;325;1214;132,78;TELEMARKETING
2026-03-01;675;1898;2128,72;TELEMARKETING
2026-03-01;351;8888;7911,54;FORÇA DE VENDAS
2026-03-01;1308;8888;21575,67;FORÇA DE VENDAS
2026-03-01;2606;8888;12803,26;FORÇA DE VENDAS
2026-03-01;451;3403;437,99;TELEMARKETING
2026-03-01;703;8888;314,26;E-COMMERCE
2026-03-01;2659;8888;2838,4;FORÇA DE VENDAS
2026-03-01;1381;8888;1398,94;E-COMMERCE
2026-03-01;2639;8888;878,56;FORÇA DE VENDAS
2026-03-01;2249;8888;30923,55;FORÇA DE VENDAS
2026-03-01;2049;1087;1259,68;TELEMARKETING
2026-03-01;1102;8888;737,61;FORÇA DE VENDAS
2026-03-01;949;1134;4,99;TELEMARKETING
2026-03-01;530;3403;2188,54;TELEMARKETING
2026-03-01;1937;8888;20,76;E-COMMERCE
2026-03-01;2276;2476;279,8;TELEMARKETING
2026-03-01;2199;8888;1868,08;FORÇA DE VENDAS
2026-03-01;1756;8888;12737,19;FORÇA DE VENDAS
2026-03-01;1756;27;2199,76;TELEMARKETING
2026-03-01;1116;13148;324,4;TELEMARKETING
2026-03-01;953;8888;33894,17;FORÇA DE VENDAS
2026-03-01;89;13148;450,53;TELEMARKETING
2026-03-01;2085;8888;27074,32;FORÇA DE VENDAS
2026-03-01;2330;1954;5920,42;TELEMARKETING
2026-03-01;363;1898;8159,33;TELEMARKETING
2026-03-01;1996;738;1173,05;TELEMARKETING
2026-03-01;443;691;129,98;TELEMARKETING
2026-03-01;2133;691;1594,15;TELEMARKETING
2026-03-01;1259;519;72,49;TELEMARKETING
2026-03-01;781;8888;5040,33;FORÇA DE VENDAS
2026-03-01;1466;519;128,96;TELEMARKETING
2026-03-01;2114;1312;6631,59;TELEMARKETING
2026-03-01;1834;8888;185,1;FORÇA DE VENDAS
2026-03-01;2635;8888;5790,81;FORÇA DE VENDAS
2026-03-01;2394;2727;6114,49;TELEMARKETING
2026-03-01;2708;8888;6138,01;FORÇA DE VENDAS
2026-03-01;2657;8888;14709,36;FORÇA DE VENDAS
2026-03-01;1117;8888;938,3;E-COMMERCE
2026-03-01;2199;3179;39,48;TELEMARKETING
2026-03-01;1539;2184;325,44;TELEMARKETING
2026-03-01;1499;8888;78,6;E-COMMERCE
2026-03-01;1871;2661;75,5;TELEMARKETING
2026-03-01;1384;691;680,22;TELEMARKETING
2026-03-01;1713;841;398,11;TELEMARKETING
2026-03-01;1713;3009;11,7;TELEMARKETING
2026-03-01;1278;1533;102,96;TELEMARKETING
2026-03-01;1278;738;78,96;TELEMARKETING
2026-03-01;2705;1762;2281,1;TELEMARKETING
2026-03-01;2375;1884;165,54;TELEMARKETING
2026-03-01;2651;8888;748,05;E-COMMERCE
2026-03-01;951;8888;6842,47;FORÇA DE VENDAS
2026-03-01;2366;8888;7003,42;FORÇA DE VENDAS
2026-03-01;2706;1960;181,1;TELEMARKETING
2026-03-01;1392;2752;307,04;TELEMARKETING
2026-03-01;2363;738;311,2;TELEMARKETING
2026-03-01;2613;8888;10933,06;FORÇA DE VENDAS
2026-03-01;2680;874;869,84;TELEMARKETING
2026-03-01;2405;8888;3918,47;FORÇA DE VENDAS
2026-03-01;14;805;4012,29;TELEMARKETING
2026-03-01;2000;1953;4474,04;TELEMARKETING
2026-03-01;1063;3403;991,11;TELEMARKETING
2026-03-01;1653;1281;14993,45;TELEMARKETING
2026-03-01;559;8888;3671,53;FORÇA DE VENDAS
2026-03-01;1653;8888;549,4;E-COMMERCE
2026-03-01;2698;8888;99,84;E-COMMERCE
2026-03-01;522;8888;10744,02;FORÇA DE VENDAS
2026-03-01;1501;8888;16362,47;FORÇA DE VENDAS
2026-03-01;1642;2185;1397,44;TELEMARKETING
2026-03-01;949;2661;9,98;TELEMARKETING
2026-03-01;2686;8888;248,24;E-COMMERCE
2026-03-01;2541;2494;18,9;TELEMARKETING
2026-03-01;2325;8888;5989,77;FORÇA DE VENDAS
2026-03-01;1632;8888;296,18;E-COMMERCE
2026-03-01;951;8888;2961,88;E-COMMERCE
2026-03-01;2015;3179;999,25;TELEMARKETING
2026-03-01;675;2571;1470,88;TELEMARKETING
2026-03-01;2576;8888;11540,98;FORÇA DE VENDAS
2026-03-01;2419;8888;2471,85;FORÇA DE VENDAS
2026-03-01;2045;1960;42887,23;TELEMARKETING
2026-03-01;2656;8888;229,08;FORÇA DE VENDAS
2026-03-01;2383;874;541,58;TELEMARKETING
2026-03-01;2197;423;135,68;TELEMARKETING
2026-03-01;2261;8888;827,4;FORÇA DE VENDAS
2026-03-01;559;8888;63,18;E-COMMERCE
2026-03-01;325;1196;26,56;TELEMARKETING
2026-03-01;2118;8888;2483,7;E-COMMERCE
2026-03-01;1137;2220;288,58;TELEMARKETING
2026-03-01;1823;2220;132,39;TELEMARKETING
2026-03-01;2402;2727;283,81;TELEMARKETING
2026-03-01;2697;1312;4841,75;TELEMARKETING
2026-03-01;1713;8888;1573,5;E-COMMERCE
2026-03-01;2211;8888;19154,24;FORÇA DE VENDAS
2026-03-01;2411;8888;58,48;E-COMMERCE
2026-03-01;772;8888;26721,98;FORÇA DE VENDAS
2026-03-01;463;2752;306,43;TELEMARKETING
2026-03-01;2709;8888;767,33;FORÇA DE VENDAS
2026-03-01;2706;8888;2222,27;FORÇA DE VENDAS
2026-03-01;522;213;271,92;TELEMARKETING
2026-03-01;2530;874;6718,28;TELEMARKETING
2026-03-01;2655;8888;13583,44;FORÇA DE VENDAS
2026-03-01;1658;8888;1154,91;FORÇA DE VENDAS
2026-03-01;2699;2185;43,56;TELEMARKETING
2026-03-01;2064;2985;128,96;TELEMARKETING
2026-03-01;2599;8888;12070,23;FORÇA DE VENDAS
2026-03-01;1890;1960;27495,04;TELEMARKETING
2026-03-01;1137;8888;27559,77;FORÇA DE VENDAS
2026-03-01;2705;8888;16608,68;FORÇA DE VENDAS
2026-03-01;2668;8888;-164,67;E-COMMERCE
2026-03-01;2707;8888;11368,6;FORÇA DE VENDAS
2026-03-01;1906;8888;2001,66;FORÇA DE VENDAS
2026-03-01;580;8888;4319,98;FORÇA DE VENDAS
2026-03-01;138;13148;105,66;TELEMARKETING
2026-03-01;2362;8888;7501,13;FORÇA DE VENDAS
2026-03-01;2209;738;4658,71;TELEMARKETING
2026-03-01;2109;2220;76,02;TELEMARKETING
2026-03-01;2568;1762;558,73;TELEMARKETING
2026-03-01;1254;8888;48237,89;FORÇA DE VENDAS
2026-03-01;2652;8888;768,27;FORÇA DE VENDAS
2026-03-01;2567;8888;1245,16;FORÇA DE VENDAS
2026-03-01;1142;8888;116479,73;FORÇA DE VENDAS
2026-03-01;1108;8888;123,38;E-COMMERCE
2026-03-01;2118;1954;5248,68;TELEMARKETING
2026-03-01;2697;8888;6535,32;FORÇA DE VENDAS
2026-03-01;1499;2185;92,34;TELEMARKETING
2026-03-01;952;1899;515,84;TELEMARKETING
2026-03-01;2190;8888;3888,62;FORÇA DE VENDAS
2026-03-01;2375;891;39,99;TELEMARKETING
2026-03-01;802;738;321,12;TELEMARKETING
2026-03-01;2089;8888;179,93;FORÇA DE VENDAS
2026-03-01;2588;691;4313,95;TELEMARKETING
2026-03-01;441;8888;42506,99;FORÇA DE VENDAS
2026-03-01;2706;1953;1614,72;TELEMARKETING
2026-03-01;2539;3009;3532,86;TELEMARKETING
2026-03-01;2258;8888;371,58;FORÇA DE VENDAS
2026-03-01;132;8888;50750,14;FORÇA DE VENDAS
2026-03-01;1518;8888;12393,02;FORÇA DE VENDAS
2026-03-01;629;8888;9560,05;FORÇA DE VENDAS
2026-03-01;2568;8888;2693,98;FORÇA DE VENDAS
2026-03-01;2448;8888;26964,81;FORÇA DE VENDAS
2026-03-01;2568;2727;4777,9;TELEMARKETING
2026-03-01;1478;8888;-3410,48;FORÇA DE VENDAS
2026-03-01;2648;1929;-1079,68;TELEMARKETING
2026-03-01;2537;8888;1849,13;FORÇA DE VENDAS
2026-03-01;663;8888;16147,75;FORÇA DE VENDAS
2026-03-01;1890;1953;9000,76;TELEMARKETING
2026-03-01;2457;2185;132,96;TELEMARKETING
2026-03-01;1223;8888;1300,2;FORÇA DE VENDAS
2026-03-01;2413;2727;2009,04;TELEMARKETING
2026-03-01;1327;8888;6196,22;FORÇA DE VENDAS
2026-03-01;2472;8888;3163,54;FORÇA DE VENDAS
2026-03-01;27;8888;4508,16;FORÇA DE VENDAS
2026-03-01;1984;738;3824,12;TELEMARKETING
2026-03-01;2218;8888;718,89;FORÇA DE VENDAS
2026-03-01;2537;519;142,53;TELEMARKETING
2026-03-01;2109;8888;2802,76;FORÇA DE VENDAS
2026-03-01;595;8888;501,68;FORÇA DE VENDAS
2026-03-01;1142;1762;4068,44;TELEMARKETING
2026-03-01;1108;1312;1154,14;TELEMARKETING
2026-03-01;1166;8888;912,32;E-COMMERCE
2026-03-01;326;8888;3121,7;E-COMMERCE
2026-03-01;2308;8888;8018,09;FORÇA DE VENDAS
2026-03-01;2087;8888;3399,6;E-COMMERCE
2026-03-01;89;8888;1054,63;E-COMMERCE
2026-03-01;2388;8888;2244,62;E-COMMERCE
2026-03-01;2388;892;351,84;TELEMARKETING
2026-03-01;2375;8888;916,63;E-COMMERCE
2026-03-01;1344;738;527,84;TELEMARKETING
2026-03-01;1374;8888;26626,76;FORÇA DE VENDAS
2026-03-01;1340;8888;7179,98;FORÇA DE VENDAS
2026-03-01;2687;1087;4177,56;TELEMARKETING
2026-03-01;2601;1883;4989,3;TELEMARKETING
2026-03-01;1876;1929;61,64;TELEMARKETING
2026-03-01;1075;8888;38174,66;FORÇA DE VENDAS
2026-03-01;1996;8888;40694,22;FORÇA DE VENDAS
2026-03-01;2359;8888;1090,59;E-COMMERCE
2026-03-01;424;8888;975,04;E-COMMERCE
2026-03-01;429;1281;1452,44;TELEMARKETING
2026-03-01;429;422;268,53;TELEMARKETING
2026-03-01;326;1214;18,28;TELEMARKETING
2026-03-01;1823;8888;3824,79;E-COMMERCE
2026-03-01;40;8888;3870,89;FORÇA DE VENDAS
2026-03-01;1203;8888;743,46;E-COMMERCE
2026-03-01;33;8888;20549,4;FORÇA DE VENDAS
2026-03-01;2251;8888;6565,96;FORÇA DE VENDAS
2026-03-01;2461;8888;126,89;E-COMMERCE
2026-03-01;2045;412;678,4;TELEMARKETING
2026-03-01;2045;2853;1513,98;TELEMARKETING
2026-03-01;2711;1960;2078,51;TELEMARKETING
2026-03-01;2087;8888;1185,36;FORÇA DE VENDAS
2026-03-01;2362;3009;337,03;TELEMARKETING
2026-03-01;6;1533;12396,6;TELEMARKETING
2026-03-01;1254;1960;13948,64;TELEMARKETING
2026-03-01;2309;8888;157,8;E-COMMERCE
2026-03-01;595;691;722,7;TELEMARKETING
2026-03-01;2490;8888;531,84;FORÇA DE VENDAS
2026-03-01;1518;1533;2864,17;TELEMARKETING
2026-03-01;1289;8888;13706,72;FORÇA DE VENDAS
2026-03-01;1289;1929;271,36;TELEMARKETING
2026-03-01;2567;8888;12,51;E-COMMERCE
2026-03-01;1642;8888;580,76;E-COMMERCE
2026-03-01;477;805;580,58;TELEMARKETING
2026-03-01;325;8888;869,98;E-COMMERCE
2026-03-01;2388;1899;2878,83;TELEMARKETING
2026-03-01;1255;8888;1141,13;E-COMMERCE
2026-03-01;2684;1885;265,92;TELEMARKETING
2026-03-01;675;8888;2900,41;FORÇA DE VENDAS
2026-03-01;1344;8888;11759,43;FORÇA DE VENDAS
2026-03-01;351;3009;3213,13;TELEMARKETING
2026-03-01;2662;2985;54,78;TELEMARKETING
2026-03-01;952;8888;5,17;E-COMMERCE
2026-03-01;2606;2727;3584,93;TELEMARKETING
2026-03-01;2510;8888;21881,25;PEDIDO ELETRÔNICO
2026-03-01;571;8888;15521,18;FORÇA DE VENDAS
2026-03-01;1876;1960;272,62;TELEMARKETING
2026-03-01;483;8888;7680,26;FORÇA DE VENDAS
2026-03-01;2507;8888;10973,72;FORÇA DE VENDAS
2026-03-01;2359;8888;13857,77;FORÇA DE VENDAS
2026-03-01;2421;3009;559,98;TELEMARKETING
2026-03-01;890;738;680,48;TELEMARKETING
2026-03-01;2049;8888;1053,31;E-COMMERCE
2026-03-01;2430;8888;2929,45;FORÇA DE VENDAS
2026-03-01;326;38;18,9;TELEMARKETING
2026-03-01;2019;977;3544,14;TELEMARKETING
2026-03-01;1937;8888;8915,11;FORÇA DE VENDAS
2026-03-01;2251;8888;1771,69;E-COMMERCE
2026-03-01;2250;27;675,53;TELEMARKETING
2026-03-01;2276;8888;89,0;FORÇA DE VENDAS
2026-03-01;285;8888;7053,66;FORÇA DE VENDAS
2026-03-01;2375;8888;19351,13;FORÇA DE VENDAS
2026-03-01;1653;2220;721,53;TELEMARKETING
2026-03-01;945;8888;14847,51;PEDIDO ELETRÔNICO
2026-03-01;525;8888;20240,46;FORÇA DE VENDAS
2026-03-01;58;8888;3285,38;FORÇA DE VENDAS
2026-03-01;2419;8888;19,67;E-COMMERCE
2026-03-01;2690;8888;4660,4;FORÇA DE VENDAS
2026-03-01;1642;2184;1973,44;TELEMARKETING
2026-03-01;443;1533;367,84;TELEMARKETING
2026-03-01;1869;8888;18360,71;FORÇA DE VENDAS
2026-03-01;1289;1087;38,18;TELEMARKETING
2026-03-01;2325;1762;2536,09;TELEMARKETING
2026-03-01;1632;423;2352,33;TELEMARKETING
2026-03-01;2576;1898;29,27;TELEMARKETING
2026-03-01;634;8888;2576,47;E-COMMERCE
2026-03-01;2419;691;3892,2;TELEMARKETING
2026-03-01;818;1884;264,96;TELEMARKETING
2026-03-01;2392;8888;11591,97;FORÇA DE VENDAS
2026-03-01;2383;8888;21761,75;FORÇA DE VENDAS
2026-03-01;629;8888;378,51;E-COMMERCE
2026-03-01;20;8888;28956,75;FORÇA DE VENDAS
2026-03-01;2659;1899;2063,36;TELEMARKETING
2026-03-01;1381;8888;20892,03;FORÇA DE VENDAS
2026-03-01;1381;213;140,8;TELEMARKETING
2026-03-01;818;519;5288,67;TELEMARKETING
2026-03-01;818;8888;43783,2;FORÇA DE VENDAS
2026-03-01;2124;8888;2502,0;E-COMMERCE
2026-03-01;326;14;456,5;TELEMARKETING
2026-03-01;2019;8888;8511,84;FORÇA DE VENDAS
2026-03-01;1907;2727;1909,0;TELEMARKETING
2026-03-01;1907;1762;161,55;TELEMARKETING
2026-03-01;40;58;309,56;TELEMARKETING
2026-03-01;2696;8888;91144,34;FORÇA DE VENDAS
2026-03-01;2250;8888;855,18;E-COMMERCE
2026-03-01;2199;1898;690,13;TELEMARKETING
2026-03-01;443;8888;2485,68;FORÇA DE VENDAS
2026-03-01;2245;8888;135,96;E-COMMERCE
2026-03-01;1653;8888;3501,52;FORÇA DE VENDAS
2026-03-01;89;8888;7522,87;FORÇA DE VENDAS
2026-03-01;2698;874;11785,94;TELEMARKETING
2026-03-01;609;412;1286,21;TELEMARKETING
2026-03-01;2690;8888;39,83;E-COMMERCE
2026-03-01;949;2991;70501,6;TELEMARKETING
2026-03-01;1993;8888;763,64;E-COMMERCE
2026-03-01;2026;1960;327,11;TELEMARKETING
2026-03-01;1632;8888;8123,71;FORÇA DE VENDAS
2026-03-01;953;58;71,01;TELEMARKETING
2026-03-01;1203;27;331,47;TELEMARKETING
2026-03-01;2045;0;6480,66;TELEMARKETING
2026-03-01;818;1885;914,36;TELEMARKETING
2026-03-01;2223;2476;244,6;TELEMARKETING
2026-03-01;2223;8888;19,96;E-COMMERCE
2026-03-01;2223;8888;189,7;FORÇA DE VENDAS
2026-03-01;2707;1960;23166,89;TELEMARKETING
2026-03-01;2708;1929;127,43;TELEMARKETING
2026-03-01;2392;1762;4425,16;TELEMARKETING
2026-03-01;629;675;119,55;TELEMARKETING
2026-03-01;1166;2185;140,72;TELEMARKETING
2026-03-01;452;213;2619,4;TELEMARKETING
2026-03-01;2107;1954;668,14;TELEMARKETING
2026-03-01;1956;8888;78,9;E-COMMERCE
2026-03-01;363;2220;432,61;TELEMARKETING
2026-03-01;2333;2494;59,4;TELEMARKETING
2026-03-01;1255;892;7440,0;TELEMARKETING
2026-03-01;415;8888;10789,72;FORÇA DE VENDAS
2026-03-01;1539;8888;15850,27;FORÇA DE VENDAS
2026-03-01;2433;8888;3781,14;FORÇA DE VENDAS
2026-03-01;2463;1139;36110,1;TELEMARKETING
2026-03-01;711;3009;14909,96;TELEMARKETING
2026-03-01;2651;58;385,92;TELEMARKETING
2026-03-01;802;8888;6995,24;FORÇA DE VENDAS
2026-03-01;802;1533;155,04;TELEMARKETING
2026-03-01;772;2845;876,94;TELEMARKETING
2026-03-01;2449;3009;540,92;TELEMARKETING
2026-03-01;2631;2853;943,68;TELEMARKETING
2026-03-01;2633;1953;4498,84;TELEMARKETING
2026-03-01;2655;1883;103,44;TELEMARKETING
2026-03-01;2699;8888;53,9;FORÇA DE VENDAS
2026-03-01;89;3403;-62,7;TELEMARKETING
2026-03-01;1203;8888;3679,47;FORÇA DE VENDAS
2026-03-01;2133;8888;119417,94;FORÇA DE VENDAS
2026-03-01;2107;8888;48229,78;FORÇA DE VENDAS
2026-03-01;2685;8888;446,36;FORÇA DE VENDAS
2026-03-01;1465;8888;19932,76;FORÇA DE VENDAS
2026-03-01;460;8888;4474,86;FORÇA DE VENDAS
2026-03-01;1020;8888;10873,52;FORÇA DE VENDAS
2026-03-01;2199;8888;650,61;E-COMMERCE
2026-03-01;285;805;2410,63;TELEMARKETING
2026-03-01;285;8888;605,13;E-COMMERCE
2026-03-01;1539;1885;3073,44;TELEMARKETING
2026-03-01;2494;1885;773,76;TELEMARKETING
2026-03-01;1116;8888;1797,97;FORÇA DE VENDAS
2026-03-01;1137;422;6769,18;TELEMARKETING
2026-03-01;2673;2185;37,18;TELEMARKETING
2026-03-01;2698;8888;14642,36;FORÇA DE VENDAS
2026-03-01;1277;8888;11381,58;FORÇA DE VENDAS
2026-03-01;2185;8888;9384,33;FORÇA DE VENDAS
2026-03-01;2185;874;16907,53;TELEMARKETING
2026-03-01;2330;8888;4738,99;FORÇA DE VENDAS
2026-03-01;363;8888;5963,85;FORÇA DE VENDAS
2026-03-01;1642;1884;53,06;TELEMARKETING
2026-03-01;1642;2985;790,24;TELEMARKETING
2026-03-01;1308;1312;4643,86;TELEMARKETING
2026-03-01;2604;8888;9359,44;FORÇA DE VENDAS
2026-03-01;1324;8888;11356,49;FORÇA DE VENDAS
2026-03-01;2576;2571;2741,02;TELEMARKETING
2026-03-01;2660;8888;832,42;E-COMMERCE
2026-03-01;2223;2494;245,8;TELEMARKETING
2026-03-01;1142;8888;268,0;E-COMMERCE
2026-03-01;358;422;402,88;TELEMARKETING
2026-03-01;2657;2853;10934,84;TELEMARKETING
2026-03-01;1117;1139;842,12;TELEMARKETING
2026-03-01;1166;8888;38289,81;FORÇA DE VENDAS
2026-03-01;619;1139;78,26;TELEMARKETING
2026-03-01;1585;1762;4331,08;TELEMARKETING
2026-03-01;2402;8888;18808,4;FORÇA DE VENDAS
2026-03-01;2516;8888;271,36;FORÇA DE VENDAS
2026-03-01;1937;675;233,4;TELEMARKETING
2026-03-01;2703;2185;43,78;TELEMARKETING
2026-03-01;2544;8888;65,34;FORÇA DE VENDAS
2026-03-01;441;691;271,92;TELEMARKETING
2026-03-01;2650;2185;32,67;TELEMARKETING
2026-03-01;374;8888;17,4;E-COMMERCE
2026-03-01;2665;8888;2589,78;FORÇA DE VENDAS
2026-03-01;2655;2183;629,2;TELEMARKETING
2026-03-01;1277;213;131,96;TELEMARKETING
2026-03-01;2694;2184;18,59;TELEMARKETING
2026-03-01;2287;1960;-232,0;TELEMARKETING
2026-03-01;424;8888;530,89;FORÇA DE VENDAS
2026-03-01;2064;8888;4082,66;FORÇA DE VENDAS
2026-03-01;2538;8888;516,24;E-COMMERCE
2026-03-01;2545;8888;1530,96;FORÇA DE VENDAS
2026-03-01;2087;1883;1185,36;TELEMARKETING
2026-03-01;2472;2853;9303,54;TELEMARKETING
2026-03-01;1427;3009;2890,7;TELEMARKETING
2026-03-01;6;691;4422,6;TELEMARKETING
2026-03-01;1456;8888;44930,27;FORÇA DE VENDAS
2026-03-01;2109;8888;38,0;E-COMMERCE
2026-03-01;2309;2220;2045,36;TELEMARKETING
2026-03-01;1108;1954;1041,71;TELEMARKETING
2026-03-01;1299;2522;4486,18;TELEMARKETING
2026-03-01;1340;805;605,4;TELEMARKETING
2026-03-01;2687;8888;7312,32;FORÇA DE VENDAS
2026-03-01;1293;1281;1396,1;TELEMARKETING
2026-03-01;1293;8888;4515,98;FORÇA DE VENDAS
2026-03-01;1293;8888;1376,19;E-COMMERCE
2026-03-01;451;8888;643,23;E-COMMERCE
